,Ticker,Drug,Indication,Stage,Catalyst-date,Catalyst-note
638,NVO,Fiasp (fast-acting insulin aspart),Type 1 and type 2 diabetes,phase3,09/29/2017,"Approved September 29, 2017."
639,MCRB,SER-287,Mild-to-Moderate Ulcerative Colitis,phase1b,10/02/2017,"Phase 1b data released October 2, 2017 - did not perform better than placebo."
640,AGN,Botox ,Forehead lines,approved,10/03/2017,"Approval (third indication) announced October 3, 2017. "
641,RDHL,BEKINDA ,IBS-D,phase2,10/03/2017,"Phase 2 top-line data released October 3, 2017 - primary endpoint met (borderline) - p=0.05."
642,RIGL,Fostamatinib,Autoimmune hemolytic anemia (AIHA),phase2,10/03/2017,"Phase 2 data from Stage 1 of trial released October 3, 2017 - sufficient efficacy shown to progress to Stage 2."
643,LLY,Abemaciclib - MONARCH 1 and 2,"Second-line hormone-receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) breast cancer and HR+, HER2- breast cancer",approved,10/04/2017,"Approved October 4, 2017."
644,CATB,Edasalonexent (CAT-1004),Duchenne muscular dystrophy (DMD),phase1.5,10/04/2017,"Phase 1/2 data from open-label extension trial presented October 4, 2017 - deemed sufficient to proceed to Phase 3 development."
645,MTFB,Iclaprim,Acute bacterial skin and skin structure infections (ABSSSI),phase3,10/04/2017,"Phase 3 data released October 4, 2017 - primary endpoint met. NDA filing due 1Q 2018."
646,MYL,Glatiramer Acetate Injection - Generic for Copaxone,Multiple sclerosis (MS),approved,10/04/2017,"Approval announced October 4, 2017."
647,BLUE,Lenti-D - Starbeam,Childhood cerebral adrenoleukodystrophy (CCALD),phase23,10/04/2017,"Phase 2/3 trial initiated October 2013. Interim top-line data released June 26, 2017. Further data released October 4, 2017 - 88% free of free of major functional disabilities."
648,FOLD,ATB200,Pompe Disease,phase1.5,10/04/2017,"Phase 1/2 additional data released February 15, 2017. Further data released May 15, 2017 and October 4, 2017 - update expected 1H 2018 regarding regulatory path forward."
649,NBIX,INGREZZA,Tardive dyskinesia,approved,10/05/2017,"Approval for sNDA 80 mg capsules announced October 5, 2017."
650,LIFE,Resolaris,Early onset facioscapulohumeral muscular dystrophy (FSHD),phase1.5,10/05/2017,"Phase 1/2 final data presented October 5, 2017 at the International Annual Congress of the World Muscle Society (WMS)."
651,FLXN,Zilretta - FX006,Osteoarthritis of the knee ,approved,10/06/2017,"Approval announced October 6, 2017."
652,SRPT,Golodirsen - Exon 53,Duchenne muscular dystrophy,phase1.5,10/07/2017,"Phase 1/2 late breaking poster presented at World Muscle Society October 7, 2017."
653,LLY,Abemaciclib - JUNIPER,Thrid line KRAS mutation positive Non-small cell lung cancer (NSCLC),phase3,10/10/2017,"Phase 3 data released October 10, 2017 - primary endpoint not met"
654,ANAB,ANB020 - etokimab,Moderate-to-severe adult atopic dermatitis,phase2a,10/10/2017,"Phase 2a positive data released October 10, 2017"
655,MYL,MYL-1401H,Neulasta biosimilar,crl,10/10/2017,"CRL issued October 10, 2017."
656,MRK,Anacetrapib (MK-0859),Raising HDL-C and reducing LDL-C,,10/11/2017,"Phase 3 data due released June 27, 2017. Primary endpoint met but noted August 29, 2017 that key secondary endpoint was not met. Announced October 11, 2017 that it will not seek regulatory approval."
657,ARDX,Tenapanor (T3MPO-2),Constipation-predominant irritable bowel syndrome (IBS-C) ,phase3,10/11/2017,"Phase 3 data released October 11, 2017. Primary endpoint met but with relatively high rates of diarrhea."
658,ONCE,Luxturna (voretigene neparvovec),Inherited retinal dystrophies,,10/12/2017,"Advisory Committee Meeting October 12, 2017 voted 16-0 in favor of recommending approval. "
659,ACRX,DSUVIA (ARX-04),Moderate-to-severe acute pain following a surgical procedure,crl,10/12/2017,"CRL issued October 12, 2017."
660,PFE,LYRICA (pregabalin) ,Postherpetic neuralgia (PHN),approved,10/12/2017,"Approval announced October 12, 2017."
661,ATRS,XYOSTED (testosterone enanthate),Testosterone deficiency,,10/12/2017,"PDUFA date October 20, 2017. Noted October 12, 2017 that the FDA has identified deficiencies with the NDA."
662,JNJ,STELARA (USTEKINUMAB),Plaque psoriasis,approved,10/13/2017,"Approval announced October 13, 2017."
663,AERI,Rhopressa,Glaucoma,,10/13/2017,"PDUFA date February 28, 2018. Advisory Committee meeting October 13, 2017 voted 9-1 in favor that efficacy outweighs safety risks,"
664,FENC,Pedmark (sodium thiosulfate),Cisplatin-induced ototoxicity,phase3,10/16/2017,"Phase 3 trial met primary endpoint - full data released October 16, 2017."
665,EXEL,Cabozantinib (CELESTIAL),Advanced hepatocellular cancer (HCC),phase3,10/16/2017,"Phase 3 data released October 16, 2017 - primary endpoint met. sNDA filing due 1Q 2018."
666,NVO,Semaglutide,Type 2 diabetes,,10/18/2017,"Advisory Committee Meeting October 18, 2017 voted 16-0 in favor."
667,GILD,Yescarta (axicabtagene ciloleucel),Refractory Non-Hodgkin's Lymphoma (NHL) - cancer,approved,10/18/2017,"Approved October 18, 2017 (acquired from Kite Pharma)."
668,SPPI,Poziotinib,Non-small cell lung cancer (NSCLC),phase2,10/18/2017,"Phase 2 initiation announced March 30, 2017 with preliminary data due released October 18, 2017 - ORR 73%."
669,RHHBY,Entrectinib,Solid tumors and ROS1-positive non-small cell lung cancer (NSCLC),phase2,10/18/2017,"Updated promising data released October 18, 2017.ORR 69%, PFS 29.6 months."
670,CELG,GED-0301 (CD-002),Crohn’s disease,phase3,10/19/2017,"Phase 3 trial to discontinue due to lack of efficacy - noted October 19, 2017."
671,CRBP,Lenabasum (resunab) - DETERMINE,Dermatomyositis,phase2,10/19/2017,"Phase 2 data released October 19, 2017 - primary endpoint met."
672,DRRX,POSIMIR,Post-operative pain relief,phase3,10/19/2017,"CRL Feb 12 2014. Phase 3 commenced November 2015 in response to CRL. Noted October 19, 2017 that primary endpoint was not met."
673,JNJ,SIMPONI ARIA,Psoriatic arthritis (PsA),approved,10/20/2017,"Approval announced October 20, 2017."
674,JNJ,SIMPONI ARIA,Ankylosing Spondylitis,approved,10/20/2017,"Approval announced October 20, 2017."
675,DBVT,Viaskin Peanut,Peanut allergy,phase3,10/20/2017,"Phase 3 top-line data released October 20, 2017 - primary endpoint not met."
676,GSK,Shingrix ,Shingles,approved,10/20/2017,"Approval announced October 20, 2017."
677,ATRS,XYOSTED (testosterone enanthate),Testosterone deficiency,crl,10/20/2017,"CRL issued October 20, 2017."
678,AGEN,Shingrix ,Shingles,approved,10/20/2017,"Approval announced October 20, 2017."
679,ENTA,EDP-305 ARGON-1,Non-alcoholic steatohepatitis (NASH),phase1,10/23/2017,"Phase 1 data at AASLD meeting - October 23, 2017."
680,ALXN,Eculizumab,Refractory generalized myasthenia gravis (gMG),approved,10/23/2017,"Approval announced October 23, 2017."
681,GBT,GBT440,Hypoxemia in patients with idiopathic pulmonary fibrosis (IPF) who are on supplemental oxygen at rest,phase2a,10/23/2017,"Phase 2a discontinuation announced October 23, 2017 due to lack of efficacy."
682,GILD,GS-0976,Nonalcoholic steatohepatitis (NASH),phase2,10/24/2017,"Phase 2 data released October 24, 2017. Positive high dose data, low dose negative."
683,PTCT,Translarna,Duchenne muscular dystrophy caused by nonsense mutations (nmDMD),crl,10/25/2017,"CRL issued October 25, 2017."
684,VRTX,Tezacaftor (VX-661) / ivacaftor,Cystic fibrosis - one copy of the F508del mutation and a second mutation that results in a gating mutation,phase3,10/25/2017,"Phase 3 data released October 25, 2017 - primary endpoint not met."
685,ABBV,Risankizumab,Psoriasis ,phase3,10/26/2017,"Phase 3 data released October 26, 2017 - primary endpoints met."
686,GSK,Rolapitant - intravenous (IV),"Prevention of chemotherapy induced nausea and vomiting, or CINV in HEC patients",crl,10/26/2017,"CRL January 11 2017. FDA Approval announced October 25, 2017 following resubmission."
687,EGRX,"PEMFEXY,",Nonsquamous Non-Small Cell Lung Cancer (NSCLC) and Mesothelioma,approved,10/27/2017,"Tentative approval announced October 27, 2017. Full approval pending patent litigation with Eli Lilly."
688,CELG,Ozanimod - RADIANCE,Relapsing Multiple Sclerosis,phase3,10/28/2017,"Phase 3 data due released May 22, 2017 - primary endpoint met, disability endpoint not met. Full data released October 28, 2017 at ECTRIMS meeting."
689,CELG,Ozanimod - SUNBEAM,Relapsing Multiple Sclerosis,phase3,10/28/2017,"Phase 3 data due released Feb 17, 2017 - primary endpoint met, disability endpoint not met. Full data released October 27, 2017 at ECTRIMS meeting."
690,MNOV,MN-166,Progressive multiple sclerosis (progressive MS),phase2b,10/28/2017,"Phase 2b top-line data released October 28, 2017 at Joint ECTRIMS – ACTRIMS meeting. Primary endpoint met."
691,NVS,Fingolimod,Multiple Sclerosis (MS),phase3,10/28/2017,"Phase 3 trial met primary endpoint - data released at ECTRIMS-ACTRIMS meeting October 28, 2017."
692,JNJ,XARELTO (rivaroxaban),Reduce the Risk of Recurrent Venous Thromboembolism (VTE),approved,10/30/2017,"Approval announced October 30, 2017."
693,RYTM,Setmelanotide,Alstrom Syndrome and Bardet-Biedl Syndrome,phase2,10/31/2017,"Preliminary Phase 2 data due released October 31, 2017. 4 of 5 patients showed weight loss of 10-12%."
694,AZN,Acalabrutinib,Relapsed or Refractory Mantle Cell Lymphoma,approved,10/31/2017,"Priority Review announced August 2, 2017. Approval announced October 31, 2017."
695,STML,SL-401 (Elzonris),Blastic plasmacytoid dendritic cell neoplasm (BPDCN) cancer,phase2,10/31/2017,"Top-line data from Stage 3 met primary endpoint - October 31, 2017 CR rate of 54% (7/13), with detailed data at ASH 2017."
696,AZN,Tralokinumab (STRATOS2),"Severe, uncontrolled asthma",phase3,11/01/2017,"Phase 3 data released November 1, 2017 - primary endpoint not met."
697,KMDA,Alpha-1 Antitrypsin (AAT),Pediatric patients newly diagnosed with type 1 diabetes,phase2,11/01/2017,"Phase 2 data released November 3, 2017. No significant treatment effect noted overall."
698,ALNY,Patisiran ,Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,phase3,11/02/2017,"Positive full data released November 2, 2017."
699,SNY,Patisiran ,Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,phase3,11/02/2017,"Positive full data released November 2, 2017."
700,BHC,Latanoprostene bunod,Open angle glaucoma (OAG) or ocular hypertension (OHT),approved,11/02/2017,"Approval announced November 2, 2017."
701,IONS,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,phase3,11/02/2017,"Full data presented November 2, 2017."
702,PTCT,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,phase3,11/02/2017,"Full data presented November 2, 2017."
703,AKCA,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,phase3,11/02/2017,"Full data presented November 2, 2017."
704,XNCR,XmAb5871,IgG4-Related Disease (IgG4-RD),phase2,11/04/2017,"Phase 2 final data presented November 4, 2017."
705,CLLS,UCART123,Acute myeloid leukemia (AML) and in blastic plasmacytoid dendritic cell neoplasm (BPDCN).,phase1,11/06/2017,"Release of clinical hold announced November 6, 2017. "
706,AKBA,Auryxia,Iron deficiency anemia in non-dialysis dependent CKD patients,approved,11/07/2017,"sNDA FDA Approval announced November 7, 2017."
707,PFE,Staphylococcus aureus vaccine,,,11/07/2017,"Advisory Committee Meeting held November 7, 2017. No votes cast."
708,COLL,Xtampza ER (oxycodone),Severe pain,approved,11/07/2017,"Approval announced November 7, 2017."
709,OTIC,OTIVIDEX,Ménière's disease,phase3,11/08/2017,"Company noted that Phase 3 development suspended following failure of AVERTS-1 trial - August 30, 2017. However, company announced November 8, 2017 that the trial actually met the primary endpoint."
710,ONCS,ImmunoPulse IL-12,Melanoma,phase2,11/08/2017,"SITC presentation - November 10, 2017. Updated data showed 57% PFS rate at 15 months."
711,NVS,LEE011: MONALEESA-7,Breast cancer -  (pre-menopausal),phase3,11/08/2017,"Phase 3 trial met primary endpoint - November 8, 2017."
712,MRK,Letermovir,Cytomegalovirus (CMV) Infection,approved,11/09/2017,"Approval announced November 9, 2017."
713,SAGE,Brexanolone - SAGE-547 (202C),Postpartum Depression - moderate,phase3,11/09/2017,"Phase 3 data released November 9, 2017. Primary endpoint met."
714,LGND,Brexanolone - SAGE-547 (202C),Postpartum Depression - moderate,phase3,11/09/2017,"Phase 3 data released November 9, 2017. Primary endpoint met."
715,SAGE,Brexanolone - SAGE-547 (202B),Postpartum Depression (Severe),phase3,11/09/2017,"Phase 3 data released November 9, 2017. Primary endpoint met."
716,SGEN,ADCETRIS,Cancer - ALCANZA trial for relapsed CD30-positive cutaneous T-cell lymphoma,approved,11/09/2017,"Approval announced November 9, 2017."
717,DVAX,HEPLISAV-B ,Hepatitis B,approved,11/09/2017,"Final approval announced November 9, 2017"
718,HRTX,CINVANTI (HTX-019),Prevention of chemotherapy-induced nausea and vomiting (CINV),approved,11/09/2017,"Approval announced November 9, 2017."
719,IOVA,LN-144 - lifileucel,Refractory metastatic melanoma,phase2,11/09/2017,"Late breaker at SITC November 10, 2017 showed a DCR of 78%."
720,FATE,FATE-NK100,Acute myelogenous leukemia (AML),phase1,11/10/2017,"Phase 1 initial data released at SITC November 10, 2017."
721,BMY,BMS-986205 and Nivolumab,Advanced tumors,phase1.5,11/10/2017,"Late-breaker at SITC November 11, 2017. ORR 14-32%."
722,INO,MEDI0457,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),phase1,11/10/2017,"Presentation at SITC Meeting - November 10, 2017."
723,AZN,MEDI0457,HPV-associated squamous cell carcinoma of the head & neck (SCCHN),phase1,11/10/2017,"Presentation at SITC Meeting - November 10, 2017."
724,BMY,Sprycel (dasatinib),Philadelphia Chromosome-Positive Chronic Phase Chronic Myeloid Leukemia,approved,11/10/2017,"Approval announced November 10, 2017."
725,NKTR,NKTR-214 + OPDIVO (nivolumab) - PIVOT-2,"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",phase1.5,11/12/2017,Phase 1/2 promising data presented at SITC November 2017. 63% response rate for melanoma patients. 46% for Renal Cell Carcinoma.
726,BMY,NKTR-214 + OPDIVO (nivolumab) - PIVOT-2,"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",phase1.5,11/12/2017,Phase 1/2 promising data presented at SITC November 2017. 63% response rate for melanoma patients. 46% for Renal Cell Carcinoma.
727,AGN,Cariprazine,Maintenance Treatment of Schizophrenia,approved,11/13/2017,"Approval announced November 13, 2017."
728,ACHN,ACH-4471,C3 glomerulopathy (C3G),phase2,11/14/2017,"Phase 2 interim data released November 14, 2017."
729,AZN,Benralizumab,"Severe, uncontrolled asthma",approved,11/14/2017,"Approval announced November 14, 2017."
730,ACOR,Tozadenant,Parkinson’s disease (PD),phase3,11/15/2017,"Phase 3 data due 1Q 2018. Noted November 15, 2017 seven cases of sepsis, five of which were fatal. "
731,RARE,MEPSEVII (vestronidase alfa),Mucopolysaccharidosis 7 (MPS 7),approved,11/15/2017,"Approval announced November 15, 2017."
732,PFE,Sutent (Sunitinib),Renal cell carcinoma (RCC),approved,11/16/2017,"Approval announced 16 November, 2017."
733,TBPH,Closed Triple,COPD,approved,11/18/2017,"Approval announced September 19, 2017."
734,GSK,Closed Triple,COPD,approved,11/18/2017,"Approval announced September 19, 2017."
735,INVA,Closed Triple,COPD,approved,11/18/2017,"Approval announced September 19, 2017."
736,GLPG,GLPG2222 - ALBATROSS,Cystic fibrosis (CF),phase2,11/20/2017,"Phase 2a postive top-line data released November 20, 2017."
737,CYTK,Tirasemtiv - VITALITY,Amyotrophic lateral sclerosis (ALS),phase3,11/21/2017,"Phase 3 data released November 21, 2017 - primary endpoint not met."
738,GSK,Dolutegravir + rilpivirine,HIV,approved,11/21/2017,"Approval announced November 21, 2017."
739,ARDX,RDX7675,Hyperkalemia,phase2,11/21/2017,"Onset of action trial data released November 21, 2017 - noted significantly reduced serum potassium in patients. Development to be discontinued."
740,NKTR,Inhaled Amikacin Solution (BAY41-6551T),Gram-Negative Pneumonia (INHALE 1),phase3,11/24/2017,"Phase 3 data released November 24, 2017. Endpoints not met."
741,CPRX,Firdapse,Lambert-Easton Myasthenic Syndrome (LEMS),phase3,11/27/2017,"Refusal to file letter reported on February 17, 2016.  Data from second Phase 3 trial released November 27, 2017 - endpoints met."
742,REGN,EYLEA + nesvacumab,Diabetic macular edema (DME),phase2,11/27/2017,"Phase 2 data released November 27, 2017 - insufficient efficacy shown to warrant further development."
743,REGN,EYLEA + nesvacumab,AMD - age-related macular degeneration ,phase2,11/27/2017,"Phase 2 data released November 27, 2017 - insufficient efficacy shown to warrant further development."
744,EARS,AM-111 HEALOS,Acute inner ear hearing loss,phase3,11/28/2017,"Phase 3 HEALOS trial did not meet primary endpoint - November 28, 2017."
745,VKTX,VK5211,Acute Hip Fracture,phase2,11/28/2017,"Phase 2 trial met endpoints - November 28, 2017."
